,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,val1,val2,val3,val4
5873,nm0005898,Ted Tetzlaff,1903,1995,"cinematographer,director","tt0038787,tt0035417,tt0039772,tt0022077",tt0038787,tt0035417,tt0039772,tt0022077
5874,nm0005899,Sven Thermænius,1910,1971,"cinematographer,camera_department,producer","tt0028151,tt0037141,tt7678374,tt6571388",tt0028151,tt0037141,tt7678374,tt6571388
5875,nm0005900,Hans Theyer,1884,1955,"cinematographer,camera_department,director","tt1598461,tt1598469,tt1189323,tt1679559",tt1598461,tt1598469,tt1189323,tt1679559
5876,nm0005901,Armand Thirard,1899,1973,"cinematographer,actor,camera_department","tt0034093,tt0024710,tt0046911,tt0046268",tt0034093,tt0024710,tt0046911,tt0046268
5877,nm0005902,Erling Thurmann-Andersen,1945,2002,"cinematographer,camera_department,director","tt0236640,tt0093668,tt0119375,tt0163129",tt0236640,tt0093668,tt0119375,tt0163129
5878,nm0005903,Eduard Tisse,1897,1961,"cinematographer,director,camera_department","tt0049001,tt0042029,tt0037824,tt0015648",tt0049001,tt0042029,tt0037824,tt0015648
5879,nm0005904,Gregg Toland,1904,1948,"cinematographer,camera_department,director","tt0036868,tt0032551,tt0033467,tt0032145",tt0036868,tt0032551,tt0033467,tt0032145
5880,nm0005905,Aldo Tonti,1910,1988,"cinematographer,actor,camera_department","tt0050783,tt0055774,tt0053244,tt0053402",tt0050783,tt0055774,tt0053244,tt0053402
5881,nm0005906,Roland Totheroh,1890,1967,"cinematographer,actor,camera_department","tt0021749,tt0018773,tt0032553,tt0015864",tt0021749,tt0018773,tt0032553,tt0015864
5882,nm0005907,Luciano Tovoli,1936,\N,"cinematographer,camera_department,editorial_department","tt0096160,tt0105414,tt0084040,tt0073580",tt0096160,tt0105414,tt0084040,tt0073580
5883,nm0005908,Luciano Trasatti,\N,\N,"cinematographer,camera_department,transportation_department","tt0046521,tt0060590,tt0095294,tt0148011",tt0046521,tt0060590,tt0095294,tt0148011
5884,nm0005909,Brian Tufano,1939,\N,"cinematographer,camera_department,director","tt0083658,tt0111149,tt0117951,tt0249462",tt0083658,tt0111149,tt0117951,tt0249462
5885,nm0005910,Geoffrey Unsworth,1914,1978,"cinematographer,camera_department,actor","tt0078346,tt0062622,tt0080009,tt0068327",tt0078346,tt0062622,tt0080009,tt0068327
5886,nm0005911,Jost Vacano,1934,\N,"cinematographer,camera_department","tt0093870,tt0100802,tt0082096,tt0120201",tt0093870,tt0100802,tt0082096,tt0120201
5887,nm0005912,Charles Van Damme,1946,\N,"cinematographer,director,camera_department","tt0252568,tt0091507,tt0110210,tt1332563",tt0252568,tt0091507,tt0110210,tt1332563
5888,nm0005913,James Van Trees,1890,1973,"cinematographer,camera_department,actor","tt0034804,tt0027628,tt0034232,tt0021113",tt0034804,tt0027628,tt0034232,tt0021113
5889,nm0005914,Gérard Vandenberg,1932,1999,"cinematographer,director,writer","tt0059153,tt0163052,tt0060158,tt0090806",tt0059153,tt0163052,tt0060158,tt0090806
5890,nm0005915,René Verzier,1934,\N,"cinematographer,camera_department","tt0074806,tt0092172,tt0090181,tt0269566",tt0074806,tt0092172,tt0090181,tt0269566
5891,nm0005916,Sacha Vierny,1919,2001,"cinematographer,assistant_director,camera_department","tt0097108,tt0052893,tt0061395,tt0114134",tt0097108,tt0052893,tt0061395,tt0114134
5892,nm0005917,Joseph Vilsmaier,1939,2020,"cinematographer,director,producer","tt0100457,tt0108211,tt0114354,tt0128133",tt0100457,tt0108211,tt0114354,tt0128133
5893,nm0005918,Ted Voigtlander,1913,1988,"cinematographer,camera_department","tt0058855,tt0086730,tt0071007,tt0080516",tt0058855,tt0086730,tt0071007,tt0080516
5894,nm0005919,Mario Vulpiani,\N,\N,"cinematographer,actor","tt0169353,tt0129794,tt0081693,tt0076411",tt0169353,tt0129794,tt0081693,tt0076411
5895,nm0005920,Esa Vuorinen,1945,\N,"cinematographer,writer,camera_department","tt0078186,tt0104588,tt0099673,tt0205027",tt0078186,tt0104588,tt0099673,tt0205027
5896,nm0005921,Václav Vích,1898,1966,"cinematographer,actor,camera_department","tt0204017,tt0039300,tt0029607,tt0019850",tt0204017,tt0039300,tt0029607,tt0019850
5897,nm0005922,Fritz Arno Wagner,1894,1958,"cinematographer,camera_department,actor","tt0022100,tt0011703,tt0019415,tt0013442",tt0022100,tt0011703,tt0019415,tt0013442
5898,nm0005923,Ric Waite,1933,2012,"cinematographer,camera_department,assistant_director","tt0090859,tt0087277,tt0092513,tt0083511",tt0090859,tt0087277,tt0092513,tt0083511
5899,nm0005924,Harry Waxman,1912,1984,"cinematographer,camera_department,special_effects","tt0075066,tt0080745,tt0070917,tt0053242",tt0075066,tt0080745,tt0070917,tt0053242
5900,nm0005925,Franz Weihmayr,1903,1969,"cinematographer,director","tt0037689,tt0042036,tt0027653,tt0033275",tt0037689,tt0042036,tt0027653,tt0033275
5901,nm0005926,Jan Weincke,1945,\N,"cinematographer,camera_department,miscellaneous","tt0082633,tt0088445,tt0107350,tt0118683",tt0082633,tt0088445,tt0107350,tt0118683
5902,nm0005927,Helge Weindler,1947,1996,cinematographer,"tt0806910,tt0086470,tt0089656,tt0093178",tt0806910,tt0086470,tt0089656,tt0093178
5903,nm0005928,Willy Winterstein,1895,1965,"cinematographer,camera_department","tt0027770,tt0043484,tt0031763,tt0044342",tt0027770,tt0043484,tt0031763,tt0044342
5904,nm0005929,Oliver Wood,1950,\N,"cinematographer,camera_department,actor","tt0141926,tt3766354,tt0440963,tt1599348",tt0141926,tt3766354,tt0440963,tt1599348
5905,nm0005930,Bruce Worrall,\N,\N,"cinematographer,camera_department,director","tt3920814,tt3952222,tt0149357,tt0443501",tt3920814,tt3952222,tt0149357,tt0443501
5906,nm0005931,Alvin Wyckoff,1877,1957,"cinematographer,actor,camera_department","tt0025420,tt0015951,tt0027377,tt0004545",tt0025420,tt0015951,tt0027377,tt0004545
5907,nm0005932,Reginald H. Wyer,1901,1970,"cinematographer,producer","tt0062037,tt0046351,tt0047813,tt0043650",tt0062037,tt0046351,tt0047813,tt0043650
5908,nm0005933,Steve Yaconelli,1941,2003,"cinematographer,camera_department,director","tt0101912,tt0080455,tt0086567,tt0102685",tt0101912,tt0080455,tt0086567,tt0102685
5909,nm0005934,Robert D. Yeoman,1951,\N,"cinematographer,camera_department,producer","tt0097240,tt2278388,tt0090180,tt1748122",tt0097240,tt2278388,tt0090180,tt1748122
5910,nm0005935,Bernard Zitzermann,1942,2018,"cinematographer,camera_department,writer","tt0077941,tt0080415,tt0085526,tt0083611",tt0077941,tt0080415,tt0085526,tt0083611
5911,nm0005936,Vilmos Zsigmond,1930,2016,"cinematographer,camera_department,actor","tt0077416,tt0070334,tt0075860,tt0387877",tt0077416,tt0070334,tt0075860,tt0387877
5912,nm0005937,Sergio D'Offizi,1934,\N,"cinematographer,camera_department","tt0088940,tt0078935,tt0087461,tt0082714",tt0088940,tt0078935,tt0087461,tt0082714
5913,nm0005938,Klaus von Rautenfeld,1909,1982,"cinematographer,camera_department","tt0052533,tt0033878,tt0052984,tt0060600",tt0052533,tt0033878,tt0052984,tt0060600
5914,nm0005939,Elner Åkesson,1890,1962,"cinematographer,camera_department","tt0029327,tt0032171,tt0025102,tt0027016",tt0029327,tt0032171,tt0025102,tt0027016
5915,nm0005940,Heikki Aaltoila,1905,1992,"composer,actor,soundtrack","tt0037852,tt0041539,tt0133144,tt0138657",tt0037852,tt0041539,tt0133144,tt0138657
5916,nm0005941,Richard Addinsell,1904,1977,"composer,soundtrack,music_department","tt0028767,tt0032356,tt1655420,tt0031359",tt0028767,tt0032356,tt1655420,tt0031359
5917,nm0005942,Harry Akst,1894,1963,"soundtrack,music_department,actor","tt0319061,tt0211915,tt0120873,tt1152836",tt0319061,tt0211915,tt0120873,tt1152836
5918,nm0005943,Augusto Algueró,1934,2011,"soundtrack,composer,music_department","tt0382189,tt0120868,tt0053071,tt1155705",tt0382189,tt0120868,tt0053071,tt1155705
5919,nm0005944,William Alwyn,1905,1985,"composer,soundtrack,music_department","tt0044517,tt0042522,tt0036798,tt0046054",tt0044517,tt0042522,tt0036798,tt0046054
5920,nm0005945,Daniele Amfitheatrof,1901,1983,"music_department,composer,soundtrack","tt0040744,tt0037756,tt0038969,tt0089173",tt0040744,tt0037756,tt0038969,tt0089173
5921,nm0005946,Kai Normann Andersen,1900,1967,"composer,soundtrack,music_department","tt0023481,tt0124270,tt0342492,tt0043833",tt0023481,tt0124270,tt0342492,tt0043833
5922,nm0005947,George Antheil,1900,1959,"music_department,composer,soundtrack","tt0042035,tt0029192,tt0042593,tt0050858",tt0042035,tt0029192,tt0042593,tt0050858
5923,nm0005948,Jorge Arriagada,1943,\N,"composer,soundtrack,music_department","tt0254325,tt1236371,tt0105045,tt2207050",tt0254325,tt1236371,tt0105045,tt2207050
5924,nm0005949,Eduard Artemev,1937,\N,"composer,soundtrack,music_department","tt5202654,tt0069293,tt0079944,tt0488478",tt5202654,tt0069293,tt0079944,tt0488478
5925,nm0005950,Miguel Asins Arbó,1916,1996,composer,"tt0054765,tt0073550,tt0063556,tt0055310",tt0054765,tt0073550,tt0063556,tt0055310
5926,nm0005951,Edwin Astley,1922,1998,"composer,music_department,soundtrack","tt2293640,tt0063893,tt0120053,tt0058846",tt2293640,tt0063893,tt0120053,tt0058846
5927,nm0005952,Georges Auric,1899,1983,"composer,soundtrack,music_department","tt0046268,tt0095174,tt0048021,tt0463034",tt0046268,tt0095174,tt0048021,tt0463034
5928,nm0005953,Luis Bacalov,1933,2017,"composer,soundtrack,music_department","tt1853728,tt0378194,tt0266697,tt0110877",tt1853728,tt0378194,tt0266697,tt0110877
5929,nm0005954,C. Bakaleinikoff,1896,1966,"music_department,composer,actor","tt0039689,tt0038787,tt0035860,tt0026138",tt0039689,tt0038787,tt0035860,tt0026138
5930,nm0005955,Mischa Bakaleinikoff,1890,1960,"music_department,composer,soundtrack","tt0050084,tt0039218,tt0104714,tt0043570",tt0050084,tt0039218,tt0104714,tt0043570
5931,nm0005956,George Bassman,1914,1997,"music_department,composer,soundtrack","tt0116583,tt0093818,tt0452637,tt0032138",tt0116583,tt0093818,tt0452637,tt0032138
5932,nm0005957,Walter Baumgartner,1904,1997,"composer,actor,soundtrack","tt0074548,tt0167165,tt0083291,tt0178627",tt0074548,tt0167165,tt0083291,tt0178627
5933,nm0005958,Les Baxter,1922,1996,"music_department,composer,soundtrack","tt0361862,tt0100935,tt2679042,tt1791528",tt0361862,tt0100935,tt2679042,tt1791528
5934,nm0005959,Giuseppe Becce,1877,1973,"composer,soundtrack,music_department","tt0003330,tt0015064,tt0010323,tt0020570",tt0003330,tt0015064,tt0010323,tt0020570
5935,nm0005960,Eric Bengtson,1897,1948,"music_department,composer,soundtrack","tt0027164,tt0028151,tt0027796,tt0023658",tt0027164,tt0028151,tt0027796,tt0023658
5936,nm0005961,Richard Rodney Bennett,1936,2012,"composer,music_department,soundtrack","tt0065720,tt0071877,tt0061648,tt0109831",tt0065720,tt0071877,tt0061648,tt0109831
5937,nm0005962,Carmelo A. Bernaola,1929,2002,"composer,music_department,soundtrack","tt0072302,tt0059639,tt0061608,tt0095830",tt0072302,tt0059639,tt0061608,tt0095830
5938,nm0005963,Nick Bicât,1949,\N,"composer,music_department,soundtrack","tt0383694,tt0114099,tt0124241,tt0364254",tt0383694,tt0114099,tt0124241,tt0364254
5939,nm0005964,Georges Bizet,1838,1875,"soundtrack,music_department,composer","tt0348150,tt0331811,tt0160009,tt0416320",tt0348150,tt0331811,tt0160009,tt0416320
5940,nm0005965,Stanley Black,1913,2002,"music_department,composer,soundtrack","tt0040874,tt0054790,tt1311071,tt0105488",tt0040874,tt0054790,tt1311071,tt0105488
5941,nm0005966,Terence Blanchard,1962,\N,"music_department,composer,soundtrack","tt0454848,tt0485985,tt7349662,tt0307901",tt0454848,tt0485985,tt7349662,tt0307901
5942,nm0005967,Robert Blum,1900,1994,"composer,writer,sound_department","tt0032801,tt0051835,tt0047629,tt0033662",tt0032801,tt0051835,tt0047629,tt0033662
5943,nm0005968,Werner Bochmann,1900,1993,"composer,soundtrack,music_department","tt0108052,tt0108211,tt0389557,tt0033275",tt0108052,tt0108211,tt0389557,tt0033275
5944,nm0005969,Claude Bolling,1930,\N,"composer,soundtrack,music_department","tt0457939,tt0070354,tt0089726,tt0120588",tt0457939,tt0070354,tt0089726,tt0120588
5945,nm0005970,Bernardo Bonezzi,1964,2012,"composer,music_department,soundtrack","tt0113918,tt0095675,tt0284491,tt0100793",tt0113918,tt0095675,tt0284491,tt0100793
5946,nm0005971,Hans-Otto Borgmann,1901,1977,"composer,music_department,soundtrack","tt0024168,tt0022869,tt0022202,tt0025026",tt0024168,tt0022869,tt0022202,tt0025026
5947,nm0005972,Simon Boswell,1956,\N,"composer,soundtrack,music_department","tt0099740,tt0113243,tt0140379,tt0111149",tt0099740,tt0113243,tt0140379,tt0111149
5948,nm0005973,Scott Bradley,1891,1977,"music_department,composer,soundtrack","tt0093777,tt1231583,tt0335438,tt0114069",tt0093777,tt1231583,tt0335438,tt0114069
5949,nm0005974,Johannes Brahms,1833,1897,"soundtrack,music_department,writer","tt0808357,tt0120382,tt0429493,tt0119229",tt0808357,tt0120382,tt0429493,tt0119229
5950,nm0005975,Goran Bregovic,1950,\N,"composer,soundtrack,actor","tt0114787,tt1372686,tt0106307,tt0443453",tt0114787,tt1372686,tt0106307,tt0443453
5951,nm0005976,Bruce Broughton,1945,\N,"music_department,composer,soundtrack","tt0090022,tt0120738,tt0093560,tt0112022",tt0090022,tt0120738,tt0093560,tt0112022
5952,nm0005977,Leo Brouwer,1939,\N,"composer,music_department,soundtrack","tt0080102,tt0114887,tt0103994,tt0078146",tt0080102,tt0114887,tt0103994,tt0078146
5953,nm0005978,Nacio Herb Brown,1896,1964,"soundtrack,music_department,composer","tt0045152,tt0120685,tt0095016,tt0053125",tt0045152,tt0120685,tt0095016,tt0053125
5954,nm0005979,Robert F. Brunner,1938,2009,"composer,music_department,soundtrack","tt0058355,tt0065566,tt0059793,tt0067985",tt0058355,tt0065566,tt0059793,tt0067985
5955,nm0005980,George Bruns,1914,1983,"composer,soundtrack,music_department","tt0053285,tt0070608,tt0054649,tt0057546",tt0053285,tt0070608,tt0054649,tt0057546
5956,nm0005981,Lothar Brühne,1900,1958,"composer,soundtrack,music_department","tt0028974,tt0044422,tt0147863,tt0030938",tt0028974,tt0044422,tt0147863,tt0030938
5957,nm0005982,Roy Budd,1947,1993,"music_department,composer,soundtrack","tt0208988,tt0067128,tt0960144,tt0073511",tt0208988,tt0067128,tt0960144,tt0073511
5958,nm0005983,Rahul Dev Burman,1939,1994,"composer,soundtrack,music_department","tt0109010,tt0454876,tt0073707,tt0070935",tt0109010,tt0454876,tt0073707,tt0070935
5959,nm0005984,Sachin Dev Burman,1906,1975,"composer,soundtrack,music_department","tt0047561,tt0338013,tt0059246,tt0069671",tt0047561,tt0338013,tt0059246,tt0069671
5960,nm0005985,Ralph Burns,1922,2001,"music_department,composer,soundtrack","tt0078754,tt1321870,tt0068327,tt0083564",tt0078754,tt1321870,tt0068327,tt0083564
5961,nm0005986,Artie Butler,1942,\N,"composer,music_department,soundtrack","tt0084021,tt0490084,tt0075686,tt0076618",tt0084021,tt0490084,tt0075686,tt0076618
5962,nm0005987,David Buttolph,1902,1983,"music_department,composer,soundtrack","tt0038279,tt0032028,tt0034889,tt0035763",tt0038279,tt0032028,tt0034889,tt0035763
5963,nm0005988,R. Dale Butts,1910,1990,"music_department,composer,soundtrack","tt0039284,tt0037702,tt0048150,tt0048069",tt0039284,tt0037702,tt0048150,tt0048069
5964,nm0005989,Martin Böttcher,1927,2019,"composer,music_department,soundtrack","tt0070981,tt0049288,tt0061409,tt0058737",tt0070981,tt0049288,tt0061409,tt0058737
5965,nm0005990,John Cacavas,1930,2014,"composer,soundtrack,music_department","tt1877832,tt4139588,tt0337978,tt5968394",tt1877832,tt4139588,tt0337978,tt5968394
5966,nm0005991,Sammy Cahn,1913,1993,"soundtrack,music_department,producer","tt0095016,tt1843866,tt0184858,tt0116908",tt0095016,tt1843866,tt0184858,tt0116908
5967,nm0005992,Gérard Calvi,1922,2015,"composer,soundtrack,music_department","tt0072379,tt9006468,tt0058692,tt0058159",tt0072379,tt9006468,tt0058692,tt0058159
5968,nm0005993,Gerard Carbonara,1886,1959,"music_department,composer,soundtrack","tt0033993,tt0015864,tt0041179,tt0036065",tt0033993,tt0015864,tt0041179,tt0036065
5969,nm0005994,Hoagy Carmichael,1899,1981,"soundtrack,actor,music_department","tt0037382,tt0036868,tt0045810,tt0038395",tt0037382,tt0036868,tt0045810,tt0038395
5970,nm0005995,Fiorenzo Carpi,1918,1997,"composer,music_department,soundtrack","tt0093651,tt0083725,tt0080700,tt0098120",tt0093651,tt0083725,tt0080700,tt0098120
5971,nm0005996,Gustavo César Carrión,\N,\N,"composer,music_department,soundtrack","tt0134695,tt0048929,tt0268441,tt0318804",tt0134695,tt0048929,tt0268441,tt0318804
5972,nm0005997,Mario Castelnuovo-Tedesco,1895,1968,"music_department,composer,soundtrack","tt0037515,tt0043790,tt0039903,tt0040552",tt0037515,tt0043790,tt0039903,tt0040552
5973,nm0005998,K. Chakravarthy,\N,2002,"composer,actor,music_department","tt0246144,tt0245980,tt0246313,tt0245830",tt0246144,tt0245980,tt0246313,tt0245830
5974,nm0005999,Gary Chang,1953,\N,"composer,music_department,soundtrack","tt0088847,tt0105690,tt0119013,tt0116654",tt0088847,tt0105690,tt0119013,tt0116654
5975,nm0006000,Saul Chaplin,1912,1997,"soundtrack,music_department,producer","tt0047472,tt0043278,tt0059742,tt0055614",tt0047472,tt0043278,tt0059742,tt0055614
5976,nm0006001,Jay Chattaway,1946,\N,"composer,soundtrack,music_department","tt0092455,tt0106145,tt0244365,tt0112178",tt0092455,tt0106145,tt0244365,tt0112178
5977,nm0006002,Anand Chitragupth,\N,\N,"composer,soundtrack,music_department","tt0099080,tt0099429,tt0095936,tt0101437",tt0099080,tt0099429,tt0095936,tt0101437
5978,nm0006003,Milind Chitragupth,\N,\N,"composer,soundtrack,music_department","tt0099080,tt0095936,tt0101437,tt0099429",tt0099080,tt0095936,tt0101437,tt0099429
5979,nm0006004,Frédéric Chopin,1810,1849,"soundtrack,music_department,composer","tt0118661,tt0119094,tt0482571,tt0338337",tt0118661,tt0119094,tt0482571,tt0338337
5980,nm0006005,Salil Choudhury,1923,1995,"composer,soundtrack,music_department","tt0050665,tt0056367,tt0066763,tt0055276",tt0050665,tt0056367,tt0066763,tt0055276
5981,nm0006006,David Chudnow,1902,2002,"music_department,composer,producer","tt0040879,tt0040414,tt0041918,tt0041227",tt0040879,tt0040414,tt0041918,tt0041227
5982,nm0006007,Alessandro Cicognini,1906,1995,"composer,music_department,soundtrack","tt2446980,tt0040522,tt0109830,tt0108550",tt2446980,tt0040522,tt0109830,tt0108550
5983,nm0006008,Stelvio Cipriani,1937,2018,"composer,music_department,soundtrack","tt1638355,tt1028528,tt0462322,tt1334260",tt1638355,tt1028528,tt0462322,tt1334260
5984,nm0006009,Chuck Cirino,\N,\N,"composer,cinematographer,visual_effects","tt6131232,tt6315010,tt0090837,tt6843670",tt6131232,tt6315010,tt0090837,tt6843670
5985,nm0006010,Stanley Clarke,1951,\N,"composer,music_department,soundtrack","tt0165929,tt0279493,tt0101507,tt0293662",tt0165929,tt0279493,tt0101507,tt0293662
5986,nm0006011,René Cloërec,1911,1995,"composer,soundtrack,music_department","tt5668850,tt0035823,tt0051579,tt0054761",tt5668850,tt0035823,tt0051579,tt0054761
5987,nm0006012,Elia Cmiral,1950,\N,"composer,music_department,soundtrack","tt0122690,tt0185183,tt0318627,tt1031280",tt0122690,tt0185183,tt0318627,tt1031280
5988,nm0006013,Bob Cobert,1924,2020,"music_department,composer,soundtrack","tt1077368,tt0059978,tt3385516,tt0389860",tt1077368,tt0059978,tt3385516,tt0389860
5989,nm0006014,Michel Colombier,1939,2004,"composer,music_department,soundtrack","tt0091129,tt0328107,tt1640459,tt0086859",tt0091129,tt0328107,tt1640459,tt0086859
5990,nm0006015,Bill Conti,1942,\N,"music_department,composer,soundtrack","tt0075148,tt0082398,tt0091326,tt0086197",tt0075148,tt0082398,tt0091326,tt0086197
5991,nm0006016,Michael Convertino,1953,\N,"composer,music_department,soundtrack","tt0094812,tt0111070,tt0114660,tt1296899",tt0094812,tt0111070,tt0114660,tt1296899
5992,nm0006017,Carlo Maria Cordio,\N,\N,"composer,music_department,soundtrack","tt0105643,tt0098321,tt0091425,tt0085183",tt0105643,tt0098321,tt0091425,tt0085183
5993,nm0006018,Ernesto Cortázar,1897,1953,"composer,writer,soundtrack","tt0234346,tt0042758,tt0244745,tt0146673",tt0234346,tt0042758,tt0244745,tt0146673
5994,nm0006019,Vladimir Cosma,1940,\N,"composer,soundtrack,music_department","tt0082269,tt0124626,tt0085213,tt4736486",tt0082269,tt0124626,tt0085213,tt4736486
5995,nm0006020,Bruno Coulais,1954,\N,"composer,soundtrack,music_department","tt0245062,tt0327597,tt0372824,tt0301727",tt0245062,tt0327597,tt0372824,tt0301727
5996,nm0006021,Alexander Courage,1919,2008,"music_department,composer,soundtrack","tt0117731,tt0111280,tt2660888,tt0107290",tt0117731,tt0111280,tt2660888,tt0107290
5997,nm0006022,Hoyt Curtin,1922,2000,"music_department,composer,soundtrack","tt2120120,tt0443706,tt0811080,tt0408345",tt2120120,tt0443706,tt0811080,tt0408345
5998,nm0006023,John Dankworth,1927,2010,"music_department,composer,soundtrack","tt0061653,tt0054518,tt0060708,tt0060533",tt0061653,tt0054518,tt0060708,tt0060533
5999,nm0006024,Ken Darby,1909,1992,"soundtrack,music_department,composer","tt0049408,tt0053182,tt0056085,tt0061439",tt0049408,tt0053182,tt0056085,tt0061439
6000,nm0006025,Mason Daring,1949,\N,"music_department,composer,soundtrack","tt0116905,tt0198021,tt0337741,tt0120777",tt0116905,tt0198021,tt0337741,tt0120777
6001,nm0006026,Guido De Angelis,1944,\N,"composer,producer,soundtrack","tt0084935,tt0069095,tt1028528,tt0462322",tt0084935,tt0069095,tt1028528,tt0462322
6002,nm0006027,Maurizio De Angelis,1947,\N,"composer,soundtrack,producer","tt1028528,tt0462322,tt0084935,tt0069095",tt1028528,tt0462322,tt0084935,tt0069095
6003,nm0006028,Francesco De Masi,1930,2005,"composer,music_department,soundtrack","tt0085862,tt0068274,tt0061878,tt0068177",tt0085862,tt0068274,tt0061878,tt0068177
6004,nm0006029,Manuel De Sica,1949,2014,"composer,soundtrack,music_department","tt0097702,tt0106238,tt0109592,tt0112652",tt0097702,tt0106238,tt0109592,tt0112652
6005,nm0006030,Frank De Vol,1911,1999,"music_department,soundtrack,composer","tt0058213,tt0061735,tt0056687,tt0405336",tt0058213,tt0061735,tt0056687,tt0405336
6006,nm0006031,Barry De Vorzon,1934,\N,"soundtrack,music_department,composer","tt0080120,tt0465234,tt0389860,tt0257076",tt0080120,tt0465234,tt0389860,tt0257076
6007,nm0006032,Dick DeBenedictis,1935,\N,"music_department,composer,soundtrack","tt0090481,tt0069620,tt0078595,tt0105986",tt0090481,tt0069620,tt0078595,tt0105986
6008,nm0006033,Claude Debussy,1862,1918,"soundtrack,music_department,composer","tt1318514,tt1219827,tt0114814,tt0328107",tt1318514,tt1219827,tt0114814,tt0328107
6009,nm0006034,Éric Demarsan,1938,\N,"composer,soundtrack,music_department","tt0061568,tt0064040,tt0065531,tt0447619",tt0061568,tt0064040,tt0065531,tt0447619
6010,nm0006035,Alexandre Desplat,1961,\N,"composer,music_department,soundtrack","tt2431286,tt1504320,tt1024648,tt0436697",tt2431286,tt1504320,tt1024648,tt0436697
6011,nm0006036,Paul Dessau,1894,1979,"composer,music_department,soundtrack","tt0040075,tt0235533,tt0020993,tt0039106",tt0040075,tt0235533,tt0020993,tt0039106
6012,nm0006037,Adolph Deutsch,1897,1980,"composer,music_department,soundtrack","tt0050419,tt0048445,tt0053604,tt0047472",tt0050419,tt0048445,tt0053604,tt0047472
6013,nm0006038,James Di Pasquale,1941,\N,"composer,music_department,soundtrack","tt0084832,tt0098310,tt0985040,tt0089512",tt0084832,tt0098310,tt0985040,tt0089512
6014,nm0006039,Franz Doelle,1883,1965,"composer,soundtrack,music_department","tt0020573,tt0024736,tt0027374,tt0455543",tt0020573,tt0024736,tt0027374,tt0455543
6015,nm0006040,Robert Emmett Dolan,1906,1972,"music_department,composer,soundtrack","tt0037000,tt0034862,tt0039776,tt0047673",tt0037000,tt0034862,tt0039776,tt0047673
6016,nm0006041,Klaus Doldinger,1936,\N,"composer,music_department,soundtrack","tt0082096,tt0496806,tt0088323,tt0071459",tt0082096,tt0496806,tt0088323,tt0071459
6017,nm0006042,François Dompierre,1943,\N,"composer,soundtrack,music_department","tt0207363,tt0116554,tt0087683,tt0089567",tt0207363,tt0116554,tt0087683,tt0089567
6018,nm0006043,Pino Donaggio,1941,\N,"composer,soundtrack,music_department","tt0080661,tt0086984,tt0387575,tt0462322",tt0080661,tt0086984,tt0387575,tt0462322
6019,nm0006044,Gaetano Donizetti,1797,1848,"soundtrack,music_department,writer","tt0416320,tt0119116,tt2015381,tt2379713",tt0416320,tt0119116,tt2015381,tt2379713
6020,nm0006045,Steve Dorff,1949,\N,"composer,music_department,soundtrack","tt0103855,tt0088527,tt0102266,tt0094514",tt0103855,tt0088527,tt0102266,tt0094514
6021,nm0006046,Robert Drasnin,1927,2015,"composer,music_department,soundtrack","tt0061277,tt0060009,tt0058855,tt0052520",tt0061277,tt0060009,tt0058855,tt0052520
6022,nm0006047,John Du Prez,1946,\N,"music_department,composer,soundtrack","tt0081633,tt0095159,tt0100758,tt0103060",tt0081633,tt0095159,tt0100758,tt0103060
6023,nm0006048,Al Dubin,1891,1945,"soundtrack,music_department,actor","tt0025028,tt0212720,tt0107206,tt0138704",tt0025028,tt0212720,tt0107206,tt0138704
6024,nm0006049,Joseph Dubin,1900,1961,"music_department,composer,soundtrack","tt0043274,tt0046672,tt0036900,tt0042332",tt0043274,tt0046672,tt0036900,tt0042332
6025,nm0006050,Anne Dudley,1956,\N,"composer,soundtrack,music_department","tt3716530,tt0119164,tt1386697,tt0104036",tt3716530,tt0119164,tt1386697,tt0104036
6026,nm0006051,Antoine Duhamel,1925,2014,"composer,soundtrack,music_department","tt0059592,tt0309987,tt0081182,tt0947802",tt0059592,tt0309987,tt0081182,tt0947802
6027,nm0006052,George Duning,1908,2000,"music_department,composer,soundtrack","tt0081110,tt0045793,tt0060028,tt0088172",tt0081110,tt0045793,tt0060028,tt0088172
6028,nm0006053,Antonín Dvorák,1841,1904,"soundtrack,music_department,composer","tt0182789,tt0387808,tt2543164,tt4500922",tt0182789,tt0387808,tt2543164,tt4500922
6029,nm0006054,Antonio Díaz Conde,\N,1976,"composer,music_department,soundtrack","tt0045260,tt0037981,tt0047397,tt0040715",tt0045260,tt0037981,tt0047397,tt0040715
6030,nm0006055,Randy Edelman,1947,\N,"music_department,composer,soundtrack","tt0118615,tt0104691,tt0120828,tt0859163",tt0118615,tt0104691,tt0120828,tt0859163
6031,nm0006056,Cliff Eidelman,1964,\N,"composer,music_department,soundtrack","tt0102975,tt0403508,tt1001508,tt0120776",tt0102975,tt0403508,tt1001508,tt0120776
6032,nm0006057,Werner Eisbrenner,1908,1981,"composer,music_department,soundtrack","tt0108052,tt0047173,tt0036882,tt0040016",tt0108052,tt0047173,tt0036882,tt0040016
6033,nm0006058,Hanns Eisler,1898,1962,"composer,soundtrack,music_department","tt0140068,tt0035966,tt0038458,tt0037135",tt0140068,tt0035966,tt0038458,tt0037135
6034,nm0006059,Stephen Endelman,1962,\N,"composer,music_department,soundtrack","tt0352277,tt6653752,tt0099558,tt0763840",tt0352277,tt6653752,tt0099558,tt0763840
